"t","rpm","chain","chainForceN","torque","mass","massError","rearMass","delivered","nonfinite","carried","penetratingKg","maxPenMm","maxPenCollider"
"29.30","77.12","0.287","11.17","26.14","60000.000894","0.000000000","9560.600142","6.000000","0","0","0.000000","0.000","-1"
"30.40","77.71","0.273","27.66","30.62","60000.000894","0.000000000","9895.400147","6.200000","0","0","0.000000","0.624","20"
"31.50","76.85","0.271","48.23","61.99","60000.000894","0.000000000","10225.600152","6.600000","0","0","0.000000","1.482","23"
"32.60","78.11","0.279","18.62","66.71","60000.000894","0.000000000","9137.800136","6.600000","0","0","0.000000","1.116","22"
"33.70","78.76","0.276","21.30","39.46","60000.000894","0.000000000","9357.800139","7.200000","0","0","0.000000","0.110","23"
"34.80","76.43","0.252","74.15","78.48","60000.000894","0.000000000","9650.600144","8.400000","0","0","0.000000","0.610","14"
"35.90","78.46","0.283","14.99","30.14","60000.000894","0.000000000","9977.600149","9.200000","0","0","0.000000","1.140","16"
"37.00","76.99","0.291","8.08","42.27","60000.000894","0.000000000","10218.400152","10.000000","0","0","0.000000","1.221","11"
"38.10","77.72","0.283","31.74","42.23","60000.000894","0.000000000","10511.400157","10.000000","0","0","0.000000","1.186","19"
"39.20","77.73","0.275","27.80","27.43","60000.000894","0.000000000","10686.800159","10.000000","0","0","0.000000","0.492","14"
"40.30","76.19","0.286","13.00","84.87","60000.000894","0.000000000","10975.000164","10.800000","0","0","0.000000","0.365","16"
"41.40","77.79","0.281","18.56","50.02","60000.000894","0.000000000","11267.000168","10.800000","0","0","0.000000","0.567","22"
"42.50","78.42","0.267","17.18","45.06","60000.000894","0.000000000","11527.600172","11.000000","0","0","0.000000","0.720","10"
"43.60","79.26","0.276","53.78","10.76","60000.000894","0.000000000","10939.400163","11.200000","0","0","0.000000","0.997","19"
"44.70","78.54","0.168","126.00","34.06","60000.000894","0.000000000","11084.800165","11.400000","0","0","0.000000","0.916","10"
"45.80","76.23","0.269","19.87","100.26","60000.000894","0.000000000","11463.000171","11.400000","0","0","0.000000","1.325","20"
"46.90","77.49","0.252","18.46","56.33","60000.000894","0.000000000","11794.800176","12.000000","0","0","0.000000","0.685","10"
"48.00","75.95","0.293","5.19","72.78","60000.000894","0.000000000","11915.200178","12.000000","0","0","0.000000","1.349","13"
"49.10","77.68","0.248","44.81","72.98","60000.000894","0.000000000","11899.600177","12.000000","0","0","0.000000","1.150","7"
"50.20","78.20","0.275","24.57","36.70","60000.000894","0.000000000","11835.600176","12.000000","0","0","0.000000","1.034","13"
"51.30","75.82","0.270","20.91","69.72","60000.000894","0.000000000","11770.400175","13.000000","0","0","0.000000","1.066","16"
"52.40","76.06","0.278","15.37","82.07","60000.000894","0.000000000","11123.400166","13.600000","0","0","0.000000","1.272","16"
"53.50","77.10","0.250","47.36","70.29","60000.000894","0.000000000","10747.200160","13.600000","0","0","0.000000","0.832","19"
"54.60","77.64","0.236","96.79","36.02","60000.000894","0.000000000","10619.400158","14.200000","0","0","0.000000","1.194","19"
"55.70","78.31","0.263","37.62","32.81","60000.000894","0.000000000","10789.200161","14.400000","0","0","0.000000","1.289","10"
"56.80","78.64","0.203","100.11","19.09","60000.000894","0.000000000","11352.000169","15.200000","0","0","0.000000","1.210","16"
"57.90","77.16","0.189","104.35","66.65","60000.000894","0.000000000","11318.400169","15.600000","0","0","0.000000","1.101","10"
"59.00","77.71","0.262","23.44","37.57","60000.000894","0.000000000","11065.600165","16.200000","0","0","0.000000","1.287","13"
"60.10","78.50","0.260","58.28","28.47","60000.000894","0.000000000","10942.000163","16.600000","0","0","0.000000","0.661","7"
