"t","rpm","chain","chainForceN","torque","mass","massError","rearMass","delivered","nonfinite","carried","penetratingKg","maxPenMm","maxPenCollider"
"29.30","76.49","0.273","26.29","80.54","60000.000894","0.000000000","9385.400140","10.400000","0","0","0.000000","0.122","33"
"30.40","78.41","0.288","12.28","16.74","60000.000894","0.000000000","9683.600144","10.400000","0","0","0.000000","0.031","35"
"31.50","79.70","0.244","67.32","8.90","60000.000894","0.000000000","9758.200145","10.400000","0","0","0.000000","0.000","-1"
"32.60","79.00","0.259","38.84","26.40","60000.000894","0.000000000","9432.800141","10.800000","0","0","0.000000","1.018","2"
"33.70","79.69","0.269","33.16","2.25","60000.000894","0.000000000","10013.200149","10.800000","0","0","0.000000","0.000","-1"
"34.80","79.95","0.232","62.05","0.66","60000.000894","0.000000000","10023.800149","11.600000","0","0","0.000000","0.118","31"
"35.90","79.98","0.247","50.77","0.19","60000.000894","0.000000000","10396.400155","12.400000","0","0","0.000000","0.000","-1"
"37.00","79.96","0.287","16.00","0.01","60000.000894","0.000000000","9986.800149","14.000000","0","0","0.000000","0.000","-1"
"38.10","79.96","0.277","17.23","0.68","60000.000894","0.000000000","9971.400149","14.200000","0","0","0.000000","0.000","-1"
"39.20","79.92","0.269","38.54","0.93","60000.000894","0.000000000","9477.800141","14.400000","0","0","0.000000","0.000","-1"
"40.30","79.77","0.250","31.08","6.31","60000.000894","0.000000000","9027.000135","14.400000","0","0","0.000000","0.000","-1"
"41.40","79.96","0.276","32.88","0.01","60000.000894","0.000000000","8663.400129","14.400000","0","0","0.000000","0.018","45"
"42.50","80.00","0.277","17.77","0.00","60000.000894","0.000000000","8344.800124","14.400000","0","0","0.000000","0.000","-1"
"43.60","79.81","0.283","14.95","3.23","60000.000894","0.000000000","8322.600124","14.400000","0","0","0.000000","0.000","-1"
"44.70","79.39","0.267","17.62","14.30","60000.000894","0.000000000","8632.600129","14.400000","0","0","0.000000","0.000","-1"
"45.80","79.64","0.279","19.60","7.15","60000.000894","0.000000000","9236.800138","14.400000","0","0","0.000000","0.146","51"
"46.90","79.88","0.277","17.69","2.01","60000.000894","0.000000000","9384.200140","14.400000","0","0","0.000000","0.000","-1"
"48.00","79.72","0.259","29.09","11.12","60000.000894","0.000000000","9418.200140","14.400000","0","0","0.000000","0.000","-1"
"49.10","79.99","0.274","19.02","0.11","60000.000894","0.000000000","9190.600137","14.400000","0","0","0.000000","0.059","49"
"50.20","79.99","0.280","22.97","0.05","60000.000894","0.000000000","8896.000133","14.400000","0","0","0.000000","0.000","-1"
"51.30","79.50","0.175","126.70","6.11","60000.000894","0.000000000","8394.000125","14.400000","0","0","0.000000","0.000","-1"
"52.40","79.67","0.263","37.65","2.99","60000.000894","0.000000000","8072.600120","14.400000","0","0","0.000000","0.000","-1"
"53.50","79.74","0.280","20.97","8.19","60000.000894","0.000000000","8303.000124","14.400000","0","0","0.000000","0.000","-1"
"54.60","79.34","0.265","30.65","3.59","60000.000894","0.000000000","8205.600122","14.400000","0","0","0.000000","0.028","45"
"55.70","75.55","0.243","47.54","110.68","60000.000894","0.000000000","7754.200116","14.400000","0","0","0.000000","0.566","14"
"56.80","78.81","0.272","28.79","43.05","60000.000894","0.000000000","7970.800119","14.400000","0","0","0.000000","0.638","8"
"57.90","78.73","0.277","21.92","17.14","60000.000894","0.000000000","8067.800120","14.400000","0","0","0.000000","0.974","23"
"59.00","79.20","0.281","18.68","25.12","60000.000894","0.000000000","8299.600124","14.600000","0","0","0.000000","0.000","-1"
"60.10","78.13","0.203","76.38","60.35","60000.000894","0.000000000","8562.600128","14.600000","0","0","0.000000","1.198","8"
